,title,price,link
119,"MSI Thin 15, Intel 13th Gen. Core i7-13620H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050,GDDR6 4GB /Cosmos Gray/1.86Kg), B13UCX-1806IN  ","67,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMzgyMDg2ODUxMTk3MzU3OjE3MjcwNzQ1MjI6c3BfbXRmOjMwMDMyNTEzMTM3NzAzMjo6MDo6&url=%2FMSI-i7-13620H-Windows-GeForce-B13UCX-1806IN%2Fdp%2FB0CV9NM13Y%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2FM0ACFC13V3N%26dib%3DeyJ2IjoiMSJ9.r-5UkFxfKxGasIsb0LB-649JjGa2tovby5iDncAWKf_AP_UxkQU6KnTEXUiAz4yG1xSoduMe247Fm-xVLwL6ssqrEpNOWO0Be0Bj_daZI59F0Ri6NwG7YvH9IOTypmHwXk8N_r-PJ8P7oFF09Jk_1FI6_JTVnYBoTzPoQ_F296szU9TgNRDu3wgApOg_n91wNAuSY2EBk-Cs8ziNgjAsSSxekW8AlVSCjLVlJXZE6uM.SLbS_azlBVutaHLtxshz0svE5I-L1Shcc3Iphccr4ag%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727074522%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
120,"ASUS TUF Gaming A15, 15.6"" (39.62cm) FHD 16:9 144Hz, AMD Ryzen 7 7435HS, Gaming Laptop (16 DDR5/512GB SSD/NVIDIA GeForce RTX 2050/Windows 11 Home/Graphite Black/2.30 Kg), FA506NFR-HN045W  ","62,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxOTEzNzU1ODQxOTI4MDg2OjE3MjcwNzQ1MjI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI3NTg4MjAwMjgzMjo6MDo6&url=%2FASUS-Gaming-15-6-39-62cm-FA506NFR-HN045W%2Fdp%2FB0CDQ5CW9V%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D2FM0ACFC13V3N%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.HIsRPH06LHMxoEQoJITpWIsqvXagHRazcmrpaDINs1hrgtmLcsDceDPwLb-dIOXWZpgr5_daTXCmlx5C1C8zSA.x18d7J7ghgQOkobQKOHaGEwDC4jjPLtzpN_Rs1ajZlU%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CDQ5CW9V%26pd_rd_r%3D7314736d-e276-4d23-9c94-aa815cf53940%26pd_rd_w%3DK9tne%26pd_rd_wg%3DqReWV%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DSJHCPTGQDZSZ0J1RVYQY%26qid%3D1727074522%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-65-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
121,"ASUS Vivobook 16 (2023), Intel Core i9-13900H 13th Gen, Thin & Light Laptop, 16"" (40.64 cm) FHD+,(16GB/512GB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Silver/1.88 kg) X1605VA-MB946WS  ","84,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxOTEzNzU1ODQxOTI4MDg2OjE3MjcwNzQ1MjI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDM0MjMwNzMyODYzMjo6MTo6&url=%2FASUS-Vivobook-i9-13900H-Fingerprint-X1605VA-MB946WS%2Fdp%2FB0CHMYJ9BK%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D2FM0ACFC13V3N%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.HIsRPH06LHMxoEQoJITpWIsqvXagHRazcmrpaDINs1hrgtmLcsDceDPwLb-dIOXWZpgr5_daTXCmlx5C1C8zSA.x18d7J7ghgQOkobQKOHaGEwDC4jjPLtzpN_Rs1ajZlU%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CHMYJ9BK%26pd_rd_r%3D7314736d-e276-4d23-9c94-aa815cf53940%26pd_rd_w%3DK9tne%26pd_rd_wg%3DqReWV%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DSJHCPTGQDZSZ0J1RVYQY%26qid%3D1727074522%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-66-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
122,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU  ","32,490",https://amazon.in//sspa/click?ie=UTF8&spc=MToxOTEzNzU1ODQxOTI4MDg2OjE3MjcwNzQ1MjI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI0NTk4Nzg3NzUzMjo6Mjo6&url=%2FHP-15-6inch-Micro-Edge-Anti-Glare-15s-Eq2143au%2Fdp%2FB09R1MMMTH%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D2FM0ACFC13V3N%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.HIsRPH06LHMxoEQoJITpWIsqvXagHRazcmrpaDINs1hrgtmLcsDceDPwLb-dIOXWZpgr5_daTXCmlx5C1C8zSA.x18d7J7ghgQOkobQKOHaGEwDC4jjPLtzpN_Rs1ajZlU%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB09R1MMMTH%26pd_rd_r%3D7314736d-e276-4d23-9c94-aa815cf53940%26pd_rd_w%3DK9tne%26pd_rd_wg%3DqReWV%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DSJHCPTGQDZSZ0J1RVYQY%26qid%3D1727074522%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-67-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
123,"Lenovo IdeaPad 3 12th Gen Intel Core i3-1215U 14 Inch (35.5cm) FHD Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/1Yr ADP Free/3months Game Pass/Arctic Grey/1.43Kg), 82RJ00FUIN  ","33,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxOTEzNzU1ODQxOTI4MDg2OjE3MjcwNzQ1MjI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDMzNzU5MTk2ODkzMjo6Mzo6&url=%2FLenovo-IdeaPad-i3-1215U-3months-82RJ00FUIN%2Fdp%2FB0DFH99H7X%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D2FM0ACFC13V3N%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.HIsRPH06LHMxoEQoJITpWIsqvXagHRazcmrpaDINs1hrgtmLcsDceDPwLb-dIOXWZpgr5_daTXCmlx5C1C8zSA.x18d7J7ghgQOkobQKOHaGEwDC4jjPLtzpN_Rs1ajZlU%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0DFH99H7X%26pd_rd_r%3D7314736d-e276-4d23-9c94-aa815cf53940%26pd_rd_w%3DK9tne%26pd_rd_wg%3DqReWV%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DSJHCPTGQDZSZ0J1RVYQY%26qid%3D1727074522%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-68-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
124,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, 720p HD Camera, Backlit KB, Thin & Light (Win 11, Silver, 1.69 kg), fy5009TU  ","53,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxOTEzNzU1ODQxOTI4MDg2OjE3MjcwNzQ1MjI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MDg0MzYwMTIzMjo6NDo6&url=%2FHP-i5-1235U-15-6-inch-Graphics-fy5009TU%2Fdp%2FB0D4M66F6R%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D2FM0ACFC13V3N%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.HIsRPH06LHMxoEQoJITpWIsqvXagHRazcmrpaDINs1hrgtmLcsDceDPwLb-dIOXWZpgr5_daTXCmlx5C1C8zSA.x18d7J7ghgQOkobQKOHaGEwDC4jjPLtzpN_Rs1ajZlU%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0D4M66F6R%26pd_rd_r%3D7314736d-e276-4d23-9c94-aa815cf53940%26pd_rd_w%3DK9tne%26pd_rd_wg%3DqReWV%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3DSJHCPTGQDZSZ0J1RVYQY%26qid%3D1727074522%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-69-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
125,"(Renewed) DELL Latitude 5490 Core i5 7th Gen Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim  ","19,990",https://amazon.in//Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BLVV4J9X/ref=sr_1_77?crid=2FM0ACFC13V3N&dib=eyJ2IjoiMSJ9.r-5UkFxfKxGasIsb0LB-649JjGa2tovby5iDncAWKf_AP_UxkQU6KnTEXUiAz4yG1xSoduMe247Fm-xVLwL6ssqrEpNOWO0Be0Bj_daZI59F0Ri6NwG7YvH9IOTypmHwXk8N_r-PJ8P7oFF09Jk_1FI6_JTVnYBoTzPoQ_F296szU9TgNRDu3wgApOg_n91wNAuSY2EBk-Cs8ziNgjAsSSxekW8AlVSCjLVlJXZE6uM.SLbS_azlBVutaHLtxshz0svE5I-L1Shcc3Iphccr4ag&dib_tag=se&keywords=laptop&qid=1727074522&sr=8-77
126,"ASUS Vivobook 16 (2023), Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+, Thin & Light Laptop (16GB/1TB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Black/1.88 kg), X1605VA-MB957WS  ","89,990",https://amazon.in//ASUS-Vivobook-i9-13900H-Fingerprint-X1605VA-MB957WS/dp/B0CHMXTF6S/ref=sr_1_78?crid=2FM0ACFC13V3N&dib=eyJ2IjoiMSJ9.r-5UkFxfKxGasIsb0LB-649JjGa2tovby5iDncAWKf_AP_UxkQU6KnTEXUiAz4yG1xSoduMe247Fm-xVLwL6ssqrEpNOWO0Be0Bj_daZI59F0Ri6NwG7YvH9IOTypmHwXk8N_r-PJ8P7oFF09Jk_1FI6_JTVnYBoTzPoQ_F296szU9TgNRDu3wgApOg_n91wNAuSY2EBk-Cs8ziNgjAsSSxekW8AlVSCjLVlJXZE6uM.SLbS_azlBVutaHLtxshz0svE5I-L1Shcc3Iphccr4ag&dib_tag=se&keywords=laptop&qid=1727074522&sr=8-78
127,"(Refurbished) HP Chromebook 13 G1 6th Gen Intel Core m5 FHD Thin & Light Laptop (8 GB RAM| 32 GB eMMC Storage| 13.3"" (33.8 cm) FHD| Chrome OS| WiFi| Bluetooth| Webcam| Intel Graphics)  ","12,999",https://amazon.in//Refurbished-HP-Chromebook-13-G1/dp/B0D335SPLQ/ref=sr_1_79?crid=2FM0ACFC13V3N&dib=eyJ2IjoiMSJ9.r-5UkFxfKxGasIsb0LB-649JjGa2tovby5iDncAWKf_AP_UxkQU6KnTEXUiAz4yG1xSoduMe247Fm-xVLwL6ssqrEpNOWO0Be0Bj_daZI59F0Ri6NwG7YvH9IOTypmHwXk8N_r-PJ8P7oFF09Jk_1FI6_JTVnYBoTzPoQ_F296szU9TgNRDu3wgApOg_n91wNAuSY2EBk-Cs8ziNgjAsSSxekW8AlVSCjLVlJXZE6uM.SLbS_azlBVutaHLtxshz0svE5I-L1Shcc3Iphccr4ag&dib_tag=se&keywords=laptop&qid=1727074522&sr=8-79
128,"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics), Black  ","13,890",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR4BGGNX/ref=sr_1_80?crid=2FM0ACFC13V3N&dib=eyJ2IjoiMSJ9.r-5UkFxfKxGasIsb0LB-649JjGa2tovby5iDncAWKf_AP_UxkQU6KnTEXUiAz4yG1xSoduMe247Fm-xVLwL6ssqrEpNOWO0Be0Bj_daZI59F0Ri6NwG7YvH9IOTypmHwXk8N_r-PJ8P7oFF09Jk_1FI6_JTVnYBoTzPoQ_F296szU9TgNRDu3wgApOg_n91wNAuSY2EBk-Cs8ziNgjAsSSxekW8AlVSCjLVlJXZE6uM.SLbS_azlBVutaHLtxshz0svE5I-L1Shcc3Iphccr4ag&dib_tag=se&keywords=laptop&qid=1727074522&sr=8-80
129,"Lenovo Legion 5 AMD Ryzen 7 5800H 15.6"" (39.62cm) WQHD IPS Gaming Laptop (16GB/1TB SSD/6GB NVIDIA RTX 3060/165Hz/Windows 11/Office 2021/RGB Backlit/3months Game Pass/Phantom Blue/2.4Kg), 82JU00SYIN  ","88,490",https://amazon.in//Lenovo-300Nits-Graphics-Refresh-82JU00SYIN/dp/B09NP41X5L/ref=sr_1_81?crid=2FM0ACFC13V3N&dib=eyJ2IjoiMSJ9.r-5UkFxfKxGasIsb0LB-649JjGa2tovby5iDncAWKf_AP_UxkQU6KnTEXUiAz4yG1xSoduMe247Fm-xVLwL6ssqrEpNOWO0Be0Bj_daZI59F0Ri6NwG7YvH9IOTypmHwXk8N_r-PJ8P7oFF09Jk_1FI6_JTVnYBoTzPoQ_F296szU9TgNRDu3wgApOg_n91wNAuSY2EBk-Cs8ziNgjAsSSxekW8AlVSCjLVlJXZE6uM.SLbS_azlBVutaHLtxshz0svE5I-L1Shcc3Iphccr4ag&dib_tag=se&keywords=laptop&qid=1727074522&sr=8-81
130,"MSI Katana 15, Intel Core i7-13620H, 40CM FHD 144Hz Gaming Laptop (8GBx2/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX 4060, GDDR6 8GB/Black/2.25Kg), B13VFK-296IN  ","94,990",https://amazon.in//MSI-i7-13620H-Windows-GeForce-B13VFK-296IN/dp/B0BTW2K2LN/ref=sr_1_82?crid=2FM0ACFC13V3N&dib=eyJ2IjoiMSJ9.r-5UkFxfKxGasIsb0LB-649JjGa2tovby5iDncAWKf_AP_UxkQU6KnTEXUiAz4yG1xSoduMe247Fm-xVLwL6ssqrEpNOWO0Be0Bj_daZI59F0Ri6NwG7YvH9IOTypmHwXk8N_r-PJ8P7oFF09Jk_1FI6_JTVnYBoTzPoQ_F296szU9TgNRDu3wgApOg_n91wNAuSY2EBk-Cs8ziNgjAsSSxekW8AlVSCjLVlJXZE6uM.SLbS_azlBVutaHLtxshz0svE5I-L1Shcc3Iphccr4ag&dib_tag=se&keywords=laptop&qid=1727074522&sr=8-82
131,"Primebook S Wifi, 2024(NEW) Android Based MediaTek MT8183 - (PrimeOS) Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C) (4GB/128GB eMMC Storage)  ","13,990",https://amazon.in//Primebook-Android-Based-MediaTek-MT8183/dp/B0D2Y4KLGN/ref=sr_1_83?crid=2FM0ACFC13V3N&dib=eyJ2IjoiMSJ9.r-5UkFxfKxGasIsb0LB-649JjGa2tovby5iDncAWKf_AP_UxkQU6KnTEXUiAz4yG1xSoduMe247Fm-xVLwL6ssqrEpNOWO0Be0Bj_daZI59F0Ri6NwG7YvH9IOTypmHwXk8N_r-PJ8P7oFF09Jk_1FI6_JTVnYBoTzPoQ_F296szU9TgNRDu3wgApOg_n91wNAuSY2EBk-Cs8ziNgjAsSSxekW8AlVSCjLVlJXZE6uM.SLbS_azlBVutaHLtxshz0svE5I-L1Shcc3Iphccr4ag&dib_tag=se&keywords=laptop&qid=1727074522&sr=8-83
132,"Dell Inspiron 5430 Laptop, 13th Gen Intel Core i5-1335U Processor/16GB/1TB SSD/14.0"" (35.56CM) FHD+ WVA 250 nits/Backlit KB + FPR/Win 11+MSO'21/15 Month McAfee/Platinum Silver/Thin & Light- 1.59KG  ","63,490",https://amazon.in//Dell-Inspiron-5430-i5-1335U-Processor/dp/B0CBC9HLLC/ref=sr_1_84?crid=2FM0ACFC13V3N&dib=eyJ2IjoiMSJ9.r-5UkFxfKxGasIsb0LB-649JjGa2tovby5iDncAWKf_AP_UxkQU6KnTEXUiAz4yG1xSoduMe247Fm-xVLwL6ssqrEpNOWO0Be0Bj_daZI59F0Ri6NwG7YvH9IOTypmHwXk8N_r-PJ8P7oFF09Jk_1FI6_JTVnYBoTzPoQ_F296szU9TgNRDu3wgApOg_n91wNAuSY2EBk-Cs8ziNgjAsSSxekW8AlVSCjLVlJXZE6uM.SLbS_azlBVutaHLtxshz0svE5I-L1Shcc3Iphccr4ag&dib_tag=se&keywords=laptop&qid=1727074522&sr=8-84
133,"Acer Aspire Lite AMD Ryzen 5-5625U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ","34,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMzgyMDg2ODUxMTk3MzU3OjE3MjcwNzQ1MjI6c3BfYnRmOjMwMDM0MjM1NzYzNTUzMjo6MDo6&url=%2FAcer-5-5625U-Premium-Windows-AL15-41%2Fdp%2FB0DG2GCTD7%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2FM0ACFC13V3N%26dib%3DeyJ2IjoiMSJ9.r-5UkFxfKxGasIsb0LB-649JjGa2tovby5iDncAWKf_AP_UxkQU6KnTEXUiAz4yG1xSoduMe247Fm-xVLwL6ssqrEpNOWO0Be0Bj_daZI59F0Ri6NwG7YvH9IOTypmHwXk8N_r-PJ8P7oFF09Jk_1FI6_JTVnYBoTzPoQ_F296szU9TgNRDu3wgApOg_n91wNAuSY2EBk-Cs8ziNgjAsSSxekW8AlVSCjLVlJXZE6uM.SLbS_azlBVutaHLtxshz0svE5I-L1Shcc3Iphccr4ag%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727074522%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
134,"Dell G15-5530 Gaming Laptop, Intel Core i5-13450HX Processor, 16GB DDR5, 512GB,NVIDIA RTX 3050,6GB GDDR6, 15.6"" (39.62cm) FHD 120Hz 250 nits, Backlit KB Orange,Windows 11 + MSO'21,Dark Shadow, 2.65kg  ","72,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMzgyMDg2ODUxMTk3MzU3OjE3MjcwNzQ1MjI6c3BfYnRmOjMwMDIwMDYzMDQyNDczMjo6MDo6&url=%2FDell-G15-5530-Gaming-i5-13450HX-Processor%2Fdp%2FB0CRKX3JRT%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2FM0ACFC13V3N%26dib%3DeyJ2IjoiMSJ9.r-5UkFxfKxGasIsb0LB-649JjGa2tovby5iDncAWKf_AP_UxkQU6KnTEXUiAz4yG1xSoduMe247Fm-xVLwL6ssqrEpNOWO0Be0Bj_daZI59F0Ri6NwG7YvH9IOTypmHwXk8N_r-PJ8P7oFF09Jk_1FI6_JTVnYBoTzPoQ_F296szU9TgNRDu3wgApOg_n91wNAuSY2EBk-Cs8ziNgjAsSSxekW8AlVSCjLVlJXZE6uM.SLbS_azlBVutaHLtxshz0svE5I-L1Shcc3Iphccr4ag%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727074522%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
135,"ZEBRONICS PRO Series Z NBC 5S, Intel Core 12th Gen i7 Processor 16GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6CM), IPS 180° Display, Dolby Atmos, 38.5Wh Large Battery, Windows 11, Space Grey, 1.76 Kg  ","37,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNzMzNTY5NjIzNTU5NjIxOjE3MjcwNzQ1MjU6c3BfYXRmX25leHQ6MzAwMDY3NDEwODgxNDMyOjowOjo&url=%2FZEBRONICS-Laptop-3200MHz-Windows-Fingerprint%2Fdp%2FB0CJ74Y6H6%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2FM0ACFC13V3N%26dib%3DeyJ2IjoiMSJ9.SFqnX9-_iagf3edy_9fNkvQ8iSEGaj2YKhJRRm_DGfqOu7kp4Pb3VTw3DUPO7yeI21hetqbmnjnuygQ13OVnzNoAQdWe-xms3lKDb3ZqVeIfFUszRRxtT9A3M0jPz9sf608qS9kucd6cr7k8mFCm4II-50Tr4vTx_-dI_JEfo7ZVefsUQMoltUPHlbY0F13kdSZ5Y9hIGcSMrsB77gdk-B9qDMnYrJ4tiAkm3XqApP0.klIaGU4LMkvm1GoLaL8QuhM-Ty43dW7TachR1tRmP6k%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727074525%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
136,"Dell [Smartchoice] G15-5530 Gaming Laptop, Intel Core i5-13450HX, 16GB DDR5, 1TB, NVIDIA RTX 3050,6GB GDDR6,15.6"" (39.62cm) FHD 120Hz 250 nits,Backlit KB Orange,Win 11 + MSO'21,Dark Shadow Gray,2.65kg  ","74,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNzMzNTY5NjIzNTU5NjIxOjE3MjcwNzQ1MjU6c3BfYXRmX25leHQ6MzAwMzMzNzI3MDgxOTMyOjowOjo&url=%2FDell-Smartchoice-G15-5530-Gaming-i5-13450HX%2Fdp%2FB0CRKXDX83%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2FM0ACFC13V3N%26dib%3DeyJ2IjoiMSJ9.SFqnX9-_iagf3edy_9fNkvQ8iSEGaj2YKhJRRm_DGfqOu7kp4Pb3VTw3DUPO7yeI21hetqbmnjnuygQ13OVnzNoAQdWe-xms3lKDb3ZqVeIfFUszRRxtT9A3M0jPz9sf608qS9kucd6cr7k8mFCm4II-50Tr4vTx_-dI_JEfo7ZVefsUQMoltUPHlbY0F13kdSZ5Y9hIGcSMrsB77gdk-B9qDMnYrJ4tiAkm3XqApP0.klIaGU4LMkvm1GoLaL8QuhM-Ty43dW7TachR1tRmP6k%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1727074525%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
137,"Dell [Smartchoice] Inspiron 5430 Thin & Light Laptop, 13th Gen Intel Core i7-1360P/16GB/1TB SSD/14.0"" (35.56cm) FHD+ WVA 250 nits/Backlit KB + FPR/Windows 11 + MSO'21/15 Month McAfee/Silver/1.59kg  ","75,490",https://amazon.in//Dell-Inspiron-5430-i7-1360P-Processor/dp/B0C91QWF1X/ref=sr_1_83?crid=2FM0ACFC13V3N&dib=eyJ2IjoiMSJ9.SFqnX9-_iagf3edy_9fNkvQ8iSEGaj2YKhJRRm_DGfqOu7kp4Pb3VTw3DUPO7yeI21hetqbmnjnuygQ13OVnzNoAQdWe-xms3lKDb3ZqVeIfFUszRRxtT9A3M0jPz9sf608qS9kucd6cr7k8mFCm4II-50Tr4vTx_-dI_JEfo7ZVefsUQMoltUPHlbY0F13kdSZ5Y9hIGcSMrsB77gdk-B9qDMnYrJ4tiAkm3XqApP0.klIaGU4LMkvm1GoLaL8QuhM-Ty43dW7TachR1tRmP6k&dib_tag=se&keywords=laptop&qid=1727074525&sr=8-83
138,"MSI Modern 15, Intel 12th Gen. i3-1215U, 40CM FHD 60Hz Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Intel UHD Graphics/Classic Black/1.7Kg), B12M-613IN  ","30,990",https://amazon.in//MSI-i3-1215U-Windows-Graphics-B12M-613IN/dp/B0C9JF29FC/ref=sr_1_84?crid=2FM0ACFC13V3N&dib=eyJ2IjoiMSJ9.SFqnX9-_iagf3edy_9fNkvQ8iSEGaj2YKhJRRm_DGfqOu7kp4Pb3VTw3DUPO7yeI21hetqbmnjnuygQ13OVnzNoAQdWe-xms3lKDb3ZqVeIfFUszRRxtT9A3M0jPz9sf608qS9kucd6cr7k8mFCm4II-50Tr4vTx_-dI_JEfo7ZVefsUQMoltUPHlbY0F13kdSZ5Y9hIGcSMrsB77gdk-B9qDMnYrJ4tiAkm3XqApP0.klIaGU4LMkvm1GoLaL8QuhM-Ty43dW7TachR1tRmP6k&dib_tag=se&keywords=laptop&qid=1727074525&sr=8-84
139,"ASUS TUF Gaming F17 (2022) Intel Core i5-12500H Gaming Laptop,17.3""(43.94 cms) FHD 144Hz, RTX 3050 4GB GPU, (16GB RAM /512GB SSD/90WHr Battery/Windows 11/Gray/2.6 Kg), FX707ZC4-HX067W  ","64,990",https://amazon.in//ASUS-i5-12500H-Battery-Windows-FX707ZC4-HX067W/dp/B0C8JJWSXP/ref=sr_1_85?crid=2FM0ACFC13V3N&dib=eyJ2IjoiMSJ9.SFqnX9-_iagf3edy_9fNkvQ8iSEGaj2YKhJRRm_DGfqOu7kp4Pb3VTw3DUPO7yeI21hetqbmnjnuygQ13OVnzNoAQdWe-xms3lKDb3ZqVeIfFUszRRxtT9A3M0jPz9sf608qS9kucd6cr7k8mFCm4II-50Tr4vTx_-dI_JEfo7ZVefsUQMoltUPHlbY0F13kdSZ5Y9hIGcSMrsB77gdk-B9qDMnYrJ4tiAkm3XqApP0.klIaGU4LMkvm1GoLaL8QuhM-Ty43dW7TachR1tRmP6k&dib_tag=se&keywords=laptop&qid=1727074525&sr=8-85
